"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"C_IN22","2005-07","Moving average","6.08063562269714","5.14709439924593","7.01417684614834","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2006-08","Moving average","5.81276376334548","4.90313750209045","6.72239002460051","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2007-09","Moving average","6.51245122246019","5.55471807255293","7.47018437236745","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2008-10","Moving average","7.03480901757196","6.04316082884815","8.02645720629578","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2009-11","Moving average","7.34227093499811","6.33481983864976","8.34972203134646","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2010-12","Moving average","6.62756611088774","5.66728881307038","7.5878434087051","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2011-13","Moving average","5.53827612915574","4.65824204009057","6.41831021822091","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2012-14","Moving average","6.20363877669849","5.26855531903918","7.13872223435781","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2013-15","Moving average","6.17161565181064","5.238928154928","7.10430314869329","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2014-16","Moving average","6.71581498639372","5.7379078020051","7.69372217078233","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2015-17","Moving average","6.23204606693925","5.29049009713988","7.17360203673861","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_IN22","2016-18","Moving average","5.64435420715964","4.7544213847253","6.53428702959397","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious"
"C_P21","2000-02","Moving average","68.6666666666666","59.289741578019","78.0435917553143","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2001-03","Moving average","64.3333333333333","55.2571033744794","73.4095632921872","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2002-04","Moving average","59","50.308125050352","67.6918749496479","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2003-05","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2004-06","Moving average","53.6666666666666","45.376948335225","61.9563849981083","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2005-07","Moving average","55.3333333333333","46.9158768407868","63.7507898258798","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2006-08","Moving average","47.3333333333333","39.5481112032078","55.1185554634588","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2007-09","Moving average","42","34.6664862794348","49.3335137205651","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2008-10","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2009-11","Moving average","42.6666666666666","35.2751796034683","50.0581537298649","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2010-12","Moving average","39.6666666666666","32.5397723791994","46.7935609541339","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2011-13","Moving average","36","29.2104855955429","42.789514404457","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2012-14","Moving average","38.3333333333333","31.3272426150144","45.3394240516522","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2013-15","Moving average","41.3333333333333","34.0582549162983","48.6084117503683","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2014-16","Moving average","41","33.7543159594036","48.2456840405963","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2015-17","Moving average","39","31.9332493556781","46.0667506443218","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P21","2016-18","Moving average","39","31.9332493556781","46.0667506443218","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2000-02","Moving average","7.80728912380261","6.74095683724166","8.87362141036356","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2001-03","Moving average","7.28156121406867","6.25424639321703","8.3088760349203","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2002-04","Moving average","6.63234335304301","5.65526709799591","7.6094196080901","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2003-05","Moving average","6.3214449798557","5.36836797980532","7.27452197990608","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2004-06","Moving average","6.04013117658564","5.10711394559689","6.97314840757438","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2005-07","Moving average","6.24088420038881","5.29145683601343","7.19031156476419","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2006-08","Moving average","5.34197058417893","4.46311750308343","6.22082366527443","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2007-09","Moving average","4.72211895185415","3.89698877659776","5.54724912711054","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2008-10","Moving average","4.61532356940682","3.79881478290189","5.43183235591175","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2009-11","Moving average","4.7631938184584","3.93671910321714","5.58966853369966","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2010-12","Moving average","4.42046213140045","3.6247617056335","5.21616255716739","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2011-13","Moving average","4.00737644818337","3.25013720483862","4.76461569152813","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2012-14","Moving average","4.27352699222495","3.49112239143222","5.05593159301769","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2013-15","Moving average","4.55445611038114","3.75157334833167","5.3573388724306","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2014-16","Moving average","4.46325154721512","3.67308072122374","5.25342237320651","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2015-17","Moving average","4.1971578050229","3.4350673792259","4.9592482308199","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_P22","2016-18","Moving average","4.17652274670328","3.41833275593414","4.93471273747241","Per 100,000 people","Age-standardised rate","Pedestrian","Validated","Children","0-14 years","Serious"
"C_C21","2000-02","Moving average","85","74.5672950174463","95.4327049825536","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2001-03","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2002-04","Moving average","66.3333333333333","57.1171018468131","75.5495648198535","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2003-05","Moving average","73","63.3317272499053","82.6682727500947","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2004-06","Moving average","70.3333333333333","60.8432928746532","79.8233737920134","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2005-07","Moving average","74","64.2657314479315","83.7342685520684","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2006-08","Moving average","68","58.6687049879237","77.3312950120763","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2007-09","Moving average","67.6666666666666","58.3582705725726","76.9750627607607","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2008-10","Moving average","63.3333333333333","54.3279202949196","72.338746371747","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2009-11","Moving average","56.3333333333333","47.8401560669931","64.8265105996735","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2010-12","Moving average","51.3333333333333","43.225828864654","59.4408378020126","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2011-13","Moving average","46.6666666666666","38.9364644636394","54.3968688696938","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2012-14","Moving average","50.3333333333333","42.3051864465299","58.3614802201366","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2013-15","Moving average","53","44.7619315067833","61.2380684932167","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2014-16","Moving average","63","54.0183166814579","71.981683318542","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2015-17","Moving average","66","56.806954038227","75.193045961773","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C21","2016-18","Moving average","68","58.6687049879237","77.3312950120763","Injuries","Number","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2000-02","Moving average","9.73152112646797","8.53685296163887","10.926189291297","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2001-03","Moving average","8.27311889932436","7.17738459796176","9.36885320068697","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2002-04","Moving average","7.45670241387321","6.42068187760664","8.49272295013978","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2003-05","Moving average","8.17536424101921","7.0925870394643","9.25814144257413","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2004-06","Moving average","7.90230118354144","6.83602701293145","8.96857535415143","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2005-07","Moving average","8.34219946609237","7.2447743990663","9.43962453311845","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2006-08","Moving average","7.65699706323964","6.60594440638017","8.7080497200991","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2007-09","Moving average","7.57789492321052","6.53457788825493","8.62121195816611","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2008-10","Moving average","7.05993138181943","6.05470394550221","8.06515881813665","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2009-11","Moving average","6.25364262665693","5.30911961551681","7.19816563779705","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2010-12","Moving average","5.67789016272494","4.77918344379024","6.57659688165963","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2011-13","Moving average","5.17787758877098","4.31832942956124","6.03742574798071","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2012-14","Moving average","5.59138916991874","4.69777312081156","6.48500521902592","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2013-15","Moving average","5.85242045375072","4.94115173351151","6.76368917398992","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2014-16","Moving average","6.93285366884405","5.94246550616039","7.9232418315277","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2015-17","Moving average","7.22327548480102","6.21487941801192","8.23167155159012","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2016-18","Moving average","7.39505813160435","6.37843089076833","8.41168537244038","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"W_I11","2000","Single year","1583","1505.01904518949","1660.98095481051","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2001","Single year","1620","1541.1129713481","1698.88702865189","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2002","Single year","1665","1585.02482299828","1744.97517700171","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2003","Single year","1769","1686.56493067991","1851.43506932008","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2004","Single year","1683","1602.5936868447","1763.4063131553","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2005","Single year","1678","1597.71321465443","1758.28678534556","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2006","Single year","1699","1618.21238624418","1779.78761375581","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2007","Single year","1791","1708.05391662131","1873.94608337868","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2008","Single year","1868","1783.28964008424","1952.71035991575","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2009","Single year","1876","1791.10844124636","1960.89155875363","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2010","Single year","1890","1804.7922704732","1975.20772952679","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2011","Single year","1957","1870.29512751812","2043.70487248187","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2012","Single year","1844","1759.83557719938","1928.16442280061","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2013","Single year","1712","1630.90389959419","1793.0961004058","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2014","Single year","1804","1720.75342822354","1887.24657177645","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2015","Single year","1847","1762.76714155496","1931.23285844503","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2016","Single year","1914","1828.25297566207","1999.74702433792","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2017","Single year","2098","2008.22594692331","2187.77405307669","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2018","Single year","2149","2058.14134600561","2239.85865399438","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2000","Single year","41.2622989400698","39.2264355559791","43.2981623241606","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2001","Single year","41.9072537189326","39.865296342175","43.9492110956901","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2002","Single year","42.2234012848979","40.1949411486418","44.251861421154","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2003","Single year","43.9208481267224","41.8741448141597","45.9675514392851","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2004","Single year","41.0388572626854","39.0780026635383","42.9997118618325","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2005","Single year","40.211287076365","38.2865345726292","42.1360395801008","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2006","Single year","39.9298516560774","38.0291360348359","41.8305672773189","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2007","Single year","41.5432569105054","39.6153686927135","43.4711451282973","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2008","Single year","42.5939638829999","40.6563574619447","44.5315703040552","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2009","Single year","42.3150055546732","40.3909446711225","44.2390664382239","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2010","Single year","41.4837496236027","39.6023396822477","43.3651595649577","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2011","Single year","42.719847580541","40.8128890533926","44.6268061076893","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2012","Single year","39.6869715012161","37.8588338354112","41.515109167021","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2013","Single year","36.2312811058446","34.4953882962951","37.967173915394","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2014","Single year","37.0181064037477","35.2870085755439","38.7492042319516","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2015","Single year","37.143792472606","35.426359639458","38.861225305754","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2016","Single year","37.6351465919075","35.9228122393882","39.3474809444269","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2017","Single year","40.2112418985961","38.4635014322541","41.9589823649381","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2018","Single year","40.341227892582","38.6080865483829","42.074369236781","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_D11","2000","Single year","111","90.3504980908243","131.649501909175","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2001","Single year","93","74.0987918289715","111.901208171028","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2002","Single year","120","98.5296702753941","141.470329724605","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2003","Single year","108","87.6314567866289","128.368543213371","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2004","Single year","101","81.3026057334959","120.697394266504","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2005","Single year","100","80.4003601545994","119.5996398454","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2006","Single year","76","58.9134301168211","93.0865698831788","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2007","Single year","80","62.4695491884683","97.5304508115316","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2008","Single year","104","84.0122107937824","123.987789206217","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2009","Single year","105","84.916345547364","125.083654452635","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2010","Single year","73","56.2540603754023","89.7459396245977","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2011","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2012","Single year","77","59.8013858350898","94.1986141649101","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2013","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2014","Single year","74","57.1397522932975","90.8602477067024","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2015","Single year","90","71.4061490308631","108.593850969136","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2016","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2017","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2018","Single year","88","69.613908076454","106.386091923546","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2000","Single year","2.8883503079275","2.35010394800928","3.42659666784572","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2001","Single year","2.38964600727043","1.90370317839887","2.87558883614199","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2002","Single year","3.03449457178612","2.49148606555824","3.577503078014","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2003","Single year","2.6814310897038","2.17571956170094","3.18714261770665","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2004","Single year","2.4679172351009","1.98655838158799","2.94927608861381","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2005","Single year","2.40411167108779","1.93272182336009","2.87550151881549","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2006","Single year","1.79963661483575","1.39464143923195","2.20463179043955","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2007","Single year","1.87756322931051","1.46545708149432","2.2896693771267","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2008","Single year","2.42412577256496","1.95677983526393","2.89147170986598","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2009","Single year","2.41216508562425","1.94874120464695","2.87558896660155","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2010","Single year","1.65726938956849","1.27599788398482","2.03854089515215","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2011","Single year","2.24235782485265","1.79824507957877","2.68647057012654","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2012","Single year","1.7373263617023","1.34677020133182","2.12788252207279","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2013","Single year","2.23406573568648","1.79086499614693","2.67726647522604","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2014","Single year","1.62855563349865","1.25402649249829","2.00308477449902","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2015","Single year","1.89743496892488","1.50063339015001","2.29423654769974","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2016","Single year","2.08520069127169","1.66958918140329","2.5008122011401","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2017","Single year","2.24122844265566","1.81997926769155","2.66247761761976","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D12","2018","Single year","1.73322736007618","1.36604354352432","2.10041117662804","Per 100,000 people","Age-standardised rate","Drowing","Validated","Whole pop","All ages","Fatal"
"W_M11","2000","Single year","441","399.840756324658","482.159243675341","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2001","Single year","440","398.887448618391","481.112551381608","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2002","Single year","422","381.737168227595","462.262831772404","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2003","Single year","465","422.735613672705","507.264386327294","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2004","Single year","437","396.027844764482","477.972155235517","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2005","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2006","Single year","391","352.244221090379","429.75577890962","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2007","Single year","427","386.49934671593","467.500653284069","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2008","Single year","365","327.554940652292","402.445059347707","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2009","Single year","394","355.09582573356","432.904174266439","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2010","Single year","384","345.592706589157","422.407293410842","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2011","Single year","291","257.565519043628","324.434480956371","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2012","Single year","319","283.993923901679","354.00607609832","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2013","Single year","254","222.763314188981","285.236685811018","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2014","Single year","288","254.738308215607","321.261691784392","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2015","Single year","320","284.939098376936","355.060901623063","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2016","Single year","324","288.720648278279","359.279351721721","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2017","Single year","390","351.293812638407","428.706187361592","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M11","2018","Single year","381","342.743029253684","419.256970746315","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2000","Single year","11.4757488248127","10.4031072124305","12.548390437195","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2001","Single year","11.3846901556843","10.3202417816202","12.4491385297483","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2002","Single year","10.7102788942212","9.68823210831715","11.7323256801253","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2003","Single year","11.5450505251135","10.4957075669167","12.5943934833104","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2004","Single year","10.6573519925","9.65804331404344","11.6566606709566","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2005","Single year","9.7327985323674","8.78460951382798","10.6809875509068","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2006","Single year","9.26170292541846","8.34280938119609","10.1805964696408","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2007","Single year","10.0663983623319","9.11005090811015","11.0227458165536","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2008","Single year","8.49174729874365","7.61826508021362","9.36522951727369","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2009","Single year","9.10811013995482","8.20508872284326","10.0111315570663","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2010","Single year","8.63891654577375","7.77109902650003","9.50673406504747","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M12","2011","Single year","6.50430395255999","5.75289998394944","7.25570792117053","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
